botid,timestamp,coordinates_long,coordinates_lat,heading,stdev
6E5,1499097684.168,24.66251,59.398431,-0.612399,0.02608
6E5,1499097684.658,24.662502,59.398436,-0.609848,0.026822
6E5,1499097685.186,24.662497,59.39844,-0.554645,0.031883
6E5,1499097685.742,24.66249,59.398446,-0.519093,0.032664
6E5,1499097686.273,24.662485,59.398451,-0.503036,0.039569
6E5,1499097686.754,24.662477,59.398459,-0.493583,0.031128
6E5,1499097687.275,24.662468,59.398467,-0.49064,0.033547
6E5,1499097687.797,24.662463,59.398472,-0.489542,0.03148
6E5,1499097688.277,24.662455,59.39848,-0.486673,0.031537
6E5,1499097688.559,24.662452,59.398482,-0.486191,0.03374
6E5,1499097689.155,24.662444,59.39849,-0.491464,0.031699
6E5,1499097689.622,24.662439,59.398495,-0.497208,0.034066
6E5,1499097690.176,24.66243,59.398503,-0.499211,0.027504
6E5,1499097690.642,24.662425,59.398508,-0.501624,0.028931
6E5,1499097691.196,24.662417,59.398516,-0.502194,0.03472
6E5,1499097691.716,24.662408,59.398523,-0.501772,0.03524
6E5,1499097692.122,24.662403,59.398528,-0.500794,0.028621
6E5,1499097692.940,24.662397,59.398534,-0.501083,0.027921
6E5,1499097693.209,24.662389,59.398541,-0.50253,0.027951
6E5,1499097693.693,24.662381,59.398549,-0.501261,0.035112
6E5,1499097693.894,24.662378,59.398552,-0.502149,0.027643
6E5,1499097694.394,24.662371,59.398559,-0.501377,0.027691
6E5,1499097694.999,24.662365,59.398564,-0.498301,0.028772
6E5,1499097695.544,24.662355,59.398571,-0.495305,0.02792
6E5,1499097696.025,24.662349,59.398575,-0.493368,0.026044
6E5,1499097696.556,24.662341,59.398582,-0.500126,0.025546
6E5,1499097697.084,24.662333,59.398589,-0.508484,0.028605
6E5,1499097697.551,24.662329,59.398593,-0.512119,0.029302
6E5,1499097698.154,24.662324,59.398598,-0.518614,0.026679
6E5,1499097698.342,24.662322,59.3986,-0.518009,0.025139
6E5,1499097698.878,24.662316,59.398605,-0.525686,0.024586
6E5,1499097699.349,24.662313,59.398608,-0.53058,0.019658
6E5,1499097699.859,24.662308,59.398612,-0.533507,0.021768
6E5,1499097700.382,24.662306,59.398614,-0.537569,0.019881
6E5,1499097700.935,24.662301,59.398618,-0.541655,0.0195
6E5,1499097701.383,24.662298,59.39862,-0.543495,0.01757
6E5,1499097701.903,24.662294,59.398624,-0.543233,0.019235
6E5,1499097701.954,24.662294,59.398624,-0.543917,0.019515
6E5,1499097702.465,24.662293,59.398625,-0.541578,0.013452
6E5,1499097703.062,24.662293,59.398625,-0.542853,0.004541
6E5,1499097703.402,24.662293,59.398625,-0.542884,0.004542
6E5,1499097703.974,24.662292,59.398625,-0.543019,0.004543
6E5,1499097704.935,24.662292,59.398625,-0.543003,0.004543
6E5,1499097706.562,24.662292,59.398624,-0.542998,0.004543
6E5,1499097707.146,24.662292,59.398624,-0.554463,0.011582
6E5,1499097707.587,24.662289,59.398626,-0.533384,0.023648
6E5,1499097708.157,24.662282,59.398633,-0.531873,0.035074
6E5,1499097708.683,24.662273,59.398642,-0.531235,0.027319
6E5,1499097709.185,24.662268,59.398647,-0.537464,0.033517
6E5,1499097709.715,24.662259,59.398655,-0.533692,0.02756
6E5,1499097710.169,24.662253,59.39866,-0.532975,0.028448
6E5,1499097710.695,24.662244,59.398667,-0.529422,0.023701
6E5,1499097711.254,24.662238,59.398672,-0.532697,0.030292
6E5,1499097711.755,24.66223,59.39868,-0.509956,0.028829
6E5,1499097712.275,24.662221,59.398687,-0.512356,0.029862
6E5,1499097712.784,24.662216,59.398692,-0.516601,0.03259
6E5,1499097713.243,24.662207,59.3987,-0.52112,0.031063
6E5,1499097713.303,24.662207,59.3987,-0.521447,0.031878
6E5,1499097713.874,24.662201,59.398705,-0.52399,0.032534
6E5,1499097714.330,24.662193,59.398713,-0.524903,0.032452
6E5,1499097714.891,24.662184,59.39872,-0.525848,0.032474
6E5,1499097715.356,24.662178,59.398725,-0.527723,0.028212
6E5,1499097715.943,24.66217,59.398733,-0.526069,0.027095
6E5,1499097716.184,24.662167,59.398736,-0.524165,0.028379
6E5,1499097716.724,24.662158,59.398743,-0.522531,0.027349
6E5,1499097717.263,24.662152,59.398748,-0.520264,0.028137
6E5,1499097717.734,24.662144,59.398756,-0.518875,0.031209
6E5,1499097718.295,24.662135,59.398764,-0.519288,0.029762
6E5,1499097718.802,24.66213,59.398769,-0.517184,0.032008
6E5,1499097718.883,24.662127,59.398771,-0.516183,0.026981
6E5,1499097719.394,24.662121,59.398776,-0.517474,0.029055
6E5,1499097720.004,24.662112,59.398784,-0.522939,0.028853
6E5,1499097720.456,24.662107,59.398789,-0.528345,0.029971
6E5,1499097720.944,24.662098,59.398796,-0.530964,0.029575
6E5,1499097721.548,24.662089,59.398804,-0.52991,0.031434
6E5,1499097722.068,24.662083,59.398809,-0.529458,0.032289
6E5,1499097722.531,24.662075,59.398817,-0.528694,0.02965
6E5,1499097723.098,24.662066,59.398824,-0.527132,0.026046
6E5,1499097723.453,24.66206,59.398829,-0.528448,0.029666
6E5,1499097724.016,24.662054,59.398834,-0.532873,0.029361
6E5,1499097724.356,24.662048,59.398839,-0.532976,0.028743
6E5,1499097724.953,24.66204,59.398847,-0.528092,0.028175
6E5,1499097725.451,24.662034,59.398852,-0.527455,0.026976
6E5,1499097725.978,24.662025,59.39886,-0.524315,0.028014
6E5,1499097726.411,24.662019,59.398865,-0.524007,0.028544
6E5,1499097726.896,24.66201,59.398872,-0.523023,0.028439
6E5,1499097727.495,24.662002,59.39888,-0.522584,0.028337
6E5,1499097728.001,24.661996,59.398885,-0.525475,0.027593
6E5,1499097728.523,24.661988,59.398893,-0.524655,0.028536
6E5,1499097728.971,24.661982,59.398898,-0.524675,0.029421
6E5,1499097729.607,24.661973,59.398905,-0.525789,0.031078
6E5,1499097730.090,24.661965,59.398913,-0.525869,0.029362
6E5,1499097730.521,24.661959,59.398918,-0.5233,0.03197
6E5,1499097731.126,24.66195,59.398926,-0.523873,0.031977
6E5,1499097731.644,24.661944,59.398931,-0.524039,0.032871
6E5,1499097731.862,24.661939,59.398936,-0.525802,0.02801
6E5,1499097732.371,24.661933,59.398941,-0.531802,0.029727
6E5,1499097732.932,24.661924,59.398948,-0.536515,0.030077
6E5,1499097733.444,24.661919,59.398953,-0.536456,0.029246
6E5,1499097733.856,24.66191,59.398961,-0.537471,0.033141
6E5,1499097734.331,24.661904,59.398966,-0.541882,0.03255
6E5,1499097734.914,24.661895,59.398974,-0.544278,0.03338
6E5,1499097735.391,24.661889,59.398979,-0.546175,0.029189
6E5,1499097735.882,24.66188,59.398986,-0.544891,0.027733
6E5,1499097736.420,24.661874,59.398991,-0.545755,0.026606
6E5,1499097736.933,24.661865,59.398998,-0.546477,0.028986
6E5,1499097737.460,24.661856,59.399006,-0.546916,0.029737
6E5,1499097737.991,24.66185,59.399011,-0.550529,0.031359
6E5,1499097738.541,24.66184,59.399018,-0.552844,0.035245
6E5,1499097739.051,24.661833,59.399023,-0.552604,0.033751
6E5,1499097739.581,24.661823,59.399029,-0.553919,0.039222
6E5,1499097740.062,24.661819,59.399035,-0.553531,0.041558
6E5,1499097740.569,24.661809,59.399043,-0.55445,0.034869
6E5,1499097740.622,24.661809,59.399043,-0.555105,0.029393
6E5,1499097741.163,24.6618,59.399051,-0.560808,0.029615
6E5,1499097741.720,24.661791,59.399058,-0.562187,0.030371
6E5,1499097742.246,24.661785,59.399063,-0.564081,0.029791
6E5,1499097742.661,24.661777,59.39907,-0.566118,0.03053
6E5,1499097743.230,24.661771,59.399075,-0.561597,0.027919
6E5,1499097743.768,24.661763,59.399083,-0.557617,0.027472
6E5,1499097744.188,24.661757,59.399088,-0.555426,0.028245
6E5,1499097744.837,24.661748,59.399096,-0.550564,0.028149
6E5,1499097745.310,24.661738,59.399103,-0.550202,0.030811
6E5,1499097745.829,24.661732,59.399108,-0.549908,0.029191
6E5,1499097745.928,24.66173,59.399111,-0.549393,0.028862
6E5,1499097746.484,24.661721,59.399118,-0.548068,0.026731
6E5,1499097746.938,24.661714,59.399123,-0.549178,0.027632
6E5,1499097747.001,24.661714,59.399123,-0.549708,0.028438
6E5,1499097747.521,24.661706,59.399131,-0.548235,0.030136
6E5,1499097748.004,24.661699,59.399136,-0.547868,0.031192
6E5,1499097748.550,24.66169,59.399143,-0.549869,0.031318
6E5,1499097749.019,24.661681,59.399151,-0.548923,0.031317
6E5,1499097749.583,24.661676,59.399156,-0.547489,0.031866
6E5,1499097749.946,24.661671,59.39916,-0.547892,0.026379
6E5,1499097750.446,24.661664,59.399166,-0.540171,0.025043
6E5,1499097751.018,24.661659,59.39917,-0.532359,0.028682
6E5,1499097751.451,24.661651,59.399177,-0.528112,0.027064
6E5,1499097752.036,24.661646,59.399181,-0.525965,0.026867
6E5,1499097752.522,24.661638,59.399188,-0.524258,0.028032
6E5,1499097753.016,24.661633,59.399192,-0.524954,0.026692
6E5,1499097753.577,24.661627,59.399198,-0.527479,0.024576
6E5,1499097753.665,24.661625,59.399199,-0.527944,0.021846
6E5,1499097754.221,24.661622,59.399202,-0.538899,0.021826
6E5,1499097754.784,24.661616,59.399207,-0.550529,0.02472
6E5,1499097755.317,24.661608,59.399213,-0.560713,0.031466
6E5,1499097755.841,24.661603,59.399217,-0.568813,0.026163
6E5,1499097755.845,24.661601,59.399219,-0.569648,0.02792
6E5,1499097756.377,24.661597,59.399223,-0.554362,0.022774
6E5,1499097756.908,24.66159,59.399228,-0.539271,0.024429
6E5,1499097757.413,24.661586,59.399232,-0.529774,0.022077
6E5,1499097757.763,24.661582,59.399236,-0.522869,0.021673
6E5,1499097758.339,24.661577,59.39924,-0.525093,0.022182
6E5,1499097758.841,24.661582,59.399237,-0.536965,0.02381
6E5,1499097759.348,24.661578,59.399241,-0.547411,0.021355
6E5,1499097759.462,24.661576,59.399242,-0.550548,0.022959
6E5,1499097760.005,24.661572,59.399243,-0.564992,0.021602
6E5,1499097760.484,24.661564,59.399246,-0.585107,0.023739
6E5,1499097760.991,24.661567,59.399254,-0.60241,0.016612
6E5,1499097761.022,24.661567,59.399255,-0.602071,0.017279
6E5,1499097761.510,24.661566,59.399257,-0.609437,0.010589
6E5,1499097762.089,24.661566,59.399257,-0.61004,0.009851
6E5,1499097762.611,24.661566,59.399256,-0.609847,0.009852
6E5,1499097762.922,24.661566,59.399256,-0.610053,0.010045
6E5,1499097763.459,24.661566,59.399256,-0.610142,0.010058
6E5,1499097765.471,24.661566,59.399256,-0.610105,0.010059
6E5,1499097766.033,24.661567,59.399256,-0.610096,0.010059
6E5,1499097766.571,24.661566,59.399256,-0.572122,0.014776
6E5,1499097767.142,24.661563,59.399259,-0.525977,0.024722
6E5,1499097767.320,24.661561,59.39926,-0.546914,0.030747
6E5,1499097767.521,24.661561,59.39926,-0.557857,0.032627
6E5,1499097768.029,24.661552,59.399267,-0.524547,0.032814
6E5,1499097768.549,24.661544,59.399275,-0.531332,0.02825
6E5,1499097768.969,24.661538,59.399281,-0.528921,0.028225
6E5,1499097769.508,24.661529,59.399289,-0.533236,0.032884
6E5,1499097769.584,24.661529,59.399289,-0.533618,0.031196
6E5,1499097770.181,24.66152,59.399297,-0.530343,0.030438
6E5,1499097770.707,24.661511,59.399304,-0.528362,0.030952
6E5,1499097771.197,24.661506,59.399309,-0.526837,0.031014
6E5,1499097771.718,24.661497,59.399316,-0.525085,0.03159
6E5,1499097771.806,24.661494,59.399319,-0.522615,0.029477
6E5,1499097772.294,24.661488,59.399324,-0.523076,0.029357
6E5,1499097772.893,24.66148,59.399332,-0.524486,0.030123
6E5,1499097773.362,24.661474,59.399337,-0.527533,0.030095
6E5,1499097773.773,24.661468,59.399342,-0.528659,0.027507
6E5,1499097774.302,24.66146,59.399349,-0.526157,0.027467
6E5,1499097774.880,24.661454,59.399355,-0.525189,0.028293
6E5,1499097775.285,24.661445,59.399362,-0.522842,0.029154
6E5,1499097775.516,24.661442,59.399365,-0.523359,0.027846
6E5,1499097776.017,24.661434,59.399372,-0.521578,0.028043
6E5,1499097776.537,24.661428,59.399377,-0.521744,0.029076
6E5,1499097777.168,24.661419,59.399385,-0.520515,0.029781
6E5,1499097777.600,24.661411,59.399392,-0.520491,0.029794
6E5,1499097778.102,24.661405,59.399397,-0.520881,0.030712
6E5,1499097778.717,24.661397,59.399405,-0.519422,0.030692
6E5,1499097779.140,24.661391,59.39941,-0.521528,0.037373
6E5,1499097779.741,24.661382,59.399418,-0.520869,0.03157
6E5,1499097780.229,24.661377,59.399423,-0.52098,0.032084
6E5,1499097780.750,24.661368,59.39943,-0.522433,0.03281
6E5,1499097781.310,24.661359,59.399438,-0.520435,0.0277
6E5,1499097781.860,24.661354,59.399443,-0.520993,0.028518
6E5,1499097782.365,24.661345,59.399451,-0.521262,0.028475
6E5,1499097782.814,24.661337,59.399458,-0.518939,0.035401
6E5,1499097783.347,24.661331,59.399463,-0.519857,0.031676
6E5,1499097783.529,24.661328,59.399466,-0.520504,0.035026
6E5,1499097784.052,24.661322,59.399471,-0.52043,0.032557
6E5,1499097784.563,24.661314,59.399479,-0.520394,0.029268
6E5,1499097785.106,24.661305,59.399486,-0.519944,0.027116
6E5,1499097785.461,24.661302,59.399489,-0.520095,0.030184
6E5,1499097785.988,24.661294,59.399496,-0.519038,0.027493
6E5,1499097786.509,24.661285,59.399504,-0.51911,0.031894
6E5,1499097786.762,24.661282,59.399506,-0.51856,0.033149
6E5,1499097787.293,24.661274,59.399514,-0.521668,0.028917
6E5,1499097787.809,24.661268,59.399519,-0.524625,0.02772
6E5,1499097788.340,24.66126,59.399527,-0.528365,0.028582
